Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1980-12-12,0.09883447736501694,0.09926416863667624,0.09883447736501694,0.09883447736501694,469033600
1980-12-15,0.09367822110652924,0.09410791237286842,0.09367822110652924,0.09410791237286842,175884800
1980-12-16,0.08680243045091629,0.08723211594284744,0.08680243045091629,0.08723211594284744,105728000
1980-12-17,0.08895087242126465,0.08938056366518703,0.08895087242126465,0.08895087242126465,86441600
1980-12-18,0.09152980148792267,0.09195948710848395,0.09152980148792267,0.09152980148792267,73449600
1980-12-19,0.09711575508117676,0.09754544649144833,0.09711575508117676,0.09711575508117676,48630400
1980-12-22,0.10184232890605927,0.10227278908128733,0.10184232890605927,0.10184232890605927,37363200
1980-12-23,0.10613995790481567,0.10656964920084015,0.10613995790481567,0.10613995790481567,46950400
1980-12-24,0.11172589659690857,0.11215558784011954,0.11172589659690857,0.11172589659690857,48003200
1980-12-26,0.12203916162252426,0.12246885277853896,0.12203916162252426,0.12203916162252426,55574400
1980-12-29,0.12375795841217041,0.1241876497197053,0.12375795841217041,0.12375795841217041,93161600
1980-12-30,0.12075012922286987,0.12117980900954323,0.12075012922286987,0.12117980900954323,68880000
1980-12-31,0.11731268465518951,0.11774237614570789,0.11731268465518951,0.11774237614570789,35750400
1981-01-02,0.11860165745019913,0.11946103977763702,0.11860165745019913,0.11860165745019913,21660800
1981-01-05,0.11602358520030975,0.11645326508115296,0.11602358520030975,0.11645326508115296,35728000
1981-01-06,0.11086651682853699,0.11129620808228245,0.11086651682853699,0.11129620808228245,45158400
1981-01-07,0.10613995790481567,0.10656964920084015,0.10613995790481567,0.10656964920084015,55686400
1981-01-08,0.10399152338504791,0.10442120320233411,0.10399152338504791,0.10442120320233411,39827200
1981-01-09,0.10957746207714081,0.11000715336043437,0.10957746207714081,0.10957746207714081,21504000
1981-01-12,0.10871808230876923,0.10957745333212102,0.10871808230876923,0.10957745333212102,23699200
1981-01-13,0.10485085844993591,0.10528054959416014,0.10485085844993591,0.10528054959416014,23049600
1981-01-14,0.10528057813644409,0.10571026939716056,0.1052805781364441,0.1052805781364441,14291200
1981-01-15,0.10742902010679245,0.10828839113070722,0.10742902010679245,0.10742902010679245,14067200
1981-01-16,0.10656966269016266,0.10699935404057641,0.10656966269016266,0.10699935404057641,13395200
1981-01-19,0.11301494389772415,0.11344463508407829,0.11301494389772417,0.11301494389772417,41574400
1981-01-20,0.10957746207714081,0.11000715336043437,0.10957746207714081,0.11000715336043437,30083200
1981-01-21,0.11172589659690857,0.11258526760867986,0.11172589659690857,0.11172589659690857,15904000
1981-01-22,0.11301494389772415,0.11387432627043241,0.11301494389772417,0.11301494389772417,35548800
1981-01-23,0.11258527636528015,0.11344465891854272,0.11258527636528015,0.11301496764191143,11222400
1981-01-26,0.11086651682853699,0.11129620808228245,0.11086651682853699,0.11129620808228245,24640000
1981-01-27,0.1100071370601654,0.11086650802476382,0.11000713706016542,0.11086650802476382,23699200
1981-01-28,0.10656966269016266,0.10699935404057641,0.10656966269016266,0.10699935404057641,28156800
1981-01-29,0.10270240157842636,0.10313209266982938,0.10270240157842636,0.10313209266982938,43904000
1981-01-30,0.09711575508117676,0.0979751379017199,0.09711575508117676,0.0979751379017199,46188800
1981-02-02,0.09152980148792267,0.09195948710848395,0.09152980148792267,0.09195948710848395,23766400
1981-02-03,0.09496728330850601,0.0953969688110069,0.09496728330850601,0.09496728330850601,19152000
1981-02-04,0.09840477257966995,0.09883445226756746,0.09840477257966995,0.09840477257966995,27865600
1981-02-05,0.09840477257966995,0.09926414343011347,0.09840477257966995,0.09840477257966995,7929600
1981-02-06,0.09883447736501694,0.09926416863667624,0.09883447736501694,0.09883447736501694,13865600
1981-02-09,0.09367822110652924,0.09453759790188195,0.09367822110652924,0.09453759790188195,16755200
1981-02-10,0.09367822110652924,0.09410791237286842,0.09367822110652924,0.09367822110652924,18345600
1981-02-11,0.09067042171955109,0.09110010732689099,0.09067042171955109,0.09110010732689099,13843200
1981-02-12,0.08981027454137802,0.09024073470849212,0.08981027454137802,0.09024073470849212,14560000
1981-02-13,0.08766182512044907,0.08852120201758988,0.08766182512044907,0.08852120201758988,11155200
1981-02-17,0.08981027454137802,0.09024073470849212,0.08981027454137802,0.08981027454137802,12275200
1981-02-18,0.09367822110652924,0.09453759790188195,0.09367822110652924,0.09367822110652924,19241600
1981-02-19,0.08809147775173187,0.08852116890824918,0.08809147775173187,0.08852116890824918,22310400
1981-02-20,0.08336493372917175,0.08379462501081164,0.08336493372917175,0.08379462501081164,24371200
1981-02-23,0.08465398102998734,0.0850836722351369,0.08465398102998734,0.08465398102998734,14112000
1981-02-24,0.08164616674184799,0.08250554342743838,0.08164616674184799,0.08250554342743838,16979200
1981-02-25,0.08680243045091629,0.08723211594284744,0.08680243045091629,0.08680243045091629,19488000
1981-02-26,0.08809147775173187,0.08852116890824918,0.08809147775173187,0.08809147775173187,10841600
1981-02-27,0.09110008925199509,0.09195946603349518,0.09110008925199509,0.09110008925199509,14761600
1981-03-02,0.09152980148792267,0.09195948710848395,0.09152980148792267,0.09152980148792267,11760000
1981-03-03,0.0902407169342041,0.09067040821487136,0.0902407169342041,0.09067040821487136,16172800
1981-03-04,0.08938055485486984,0.08981024031911242,0.08938055485486984,0.08981024031911242,13708800
1981-03-05,0.08895087242126465,0.08938056366518703,0.08895087242126465,0.08938056366518703,5376000
1981-03-06,0.08809147775173187,0.08895085432744232,0.08809147775173187,0.08895085432744232,11603200
1981-03-09,0.08121646195650101,0.08164614732846548,0.08121646195650101,0.08164614732846548,15321600
1981-03-10,0.077348493039608,0.0777781783944556,0.077348493039608,0.0777781783944556,28380800
1981-03-11,0.07434070855379105,0.07520008541636075,0.07434070855379105,0.07520008541636075,29859200
1981-03-12,0.077348493039608,0.0777781783944556,0.077348493039608,0.077348493039608,59248000
1981-03-13,0.07648915797472,0.0769188435620359,0.07648915797472,0.0769188435620359,231302400
1981-03-16,0.07949774712324142,0.08035712401667403,0.07949774712324142,0.07949774712324142,37228800
1981-03-17,0.08336493372917175,0.08422431055512569,0.08336493372917175,0.08336493372917175,43747200
1981-03-18,0.08852117508649826,0.08938055172218806,0.08852117508649826,0.08852117508649826,36937600
1981-03-19,0.08766182512044907,0.08809151070035631,0.08766182512044907,0.08809151070035631,37811200
1981-03-20,0.08852117508649826,0.08938055172218806,0.08852117508649826,0.08852117508649826,14604800
1981-03-23,0.09195944666862488,0.09281882326915698,0.09195944666862488,0.09195944666862488,22019200
1981-03-24,0.09152980148792267,0.09195948710848395,0.09152980148792267,0.09195948710848395,28156800
1981-03-25,0.08981027454137802,0.09067042607379365,0.08981027454137802,0.09067042607379365,7056000
1981-03-26,0.08809147775173187,0.08852116890824918,0.08809147775173187,0.08852116890824918,12275200
1981-03-27,0.08508367091417313,0.08551335637532678,0.08508367091417313,0.08551335637532678,12252800
1981-03-30,0.08508367091417313,0.08594304757380519,0.08508367091417313,0.08508367091417313,9900800
1981-03-31,0.08422432839870453,0.08508370540672416,0.08422432839870453,0.08508370540672416,15993600
1981-04-01,0.08336493372917175,0.08379462501081164,0.08336493372917175,0.08379462501081164,34070400
1981-04-02,0.09067042171955109,0.09110010732689099,0.09067042171955109,0.09067042171955109,31404800
1981-04-03,0.09110008925199509,0.09152978051140791,0.09110008925199509,0.09110008925199509,16486400
1981-04-06,0.08938055485486984,0.08981024031911242,0.08938055485486984,0.08981024031911242,22803200
1981-04-07,0.08852117508649826,0.08895086053568088,0.08852117508649826,0.08895086053568088,10684800
1981-04-08,0.09281884878873825,0.09367822562554712,0.09281884878873825,0.09281884878873825,21952000
1981-04-09,0.09453755617141724,0.09496724724808356,0.09453755617141724,0.09453755617141724,12499200
1981-04-10,0.0958266481757164,0.09625633362496941,0.0958266481757164,0.0958266481757164,33465600
1981-04-13,0.0958266481757164,0.09625633362496941,0.0958266481757164,0.0958266481757164,16060800
1981-04-14,0.0958266481757164,0.09625633362496941,0.0958266481757164,0.0958266481757164,6652800
1981-04-15,0.09110008925199509,0.09152978051140791,0.09110008925199509,0.09152978051140791,34048000
1981-04-16,0.08594305068254471,0.086372736159241,0.08594305068254471,0.086372736159241,23878400
1981-04-20,0.08852117508649826,0.08895086053568088,0.08852117508649826,0.08852117508649826,35347200
1981-04-21,0.09453755617141724,0.09496724724808356,0.09453755617141724,0.09453755617141724,28537600
1981-04-22,0.09797509014606476,0.09840478134689344,0.09797509014606476,0.09797509014606476,18995200
1981-04-23,0.1005532369017601,0.1009829281987375,0.1005532369017601,0.1005532369017601,58016000
1981-04-24,0.09969387948513031,0.10055325072255143,0.09969387948513031,0.10055325072255143,35056000
1981-04-27,0.09883447736501694,0.09926416863667624,0.09883447736501694,0.09926416863667624,38528000
1981-04-28,0.09711575508117676,0.09754544649144833,0.09711575508117676,0.09754544649144833,32188800
1981-04-29,0.0958266481757164,0.09625633362496941,0.0958266481757164,0.09625633362496941,13641600
1981-04-30,0.09754542261362076,0.09840480522379841,0.09754542261362076,0.09754542261362076,12611200
1981-05-01,0.09754542261362076,0.09840480522379841,0.09754542261362076,0.09754542261362076,16553600
1981-05-04,0.09711575508117676,0.09754544649144833,0.09711575508117676,0.09754544649144833,14448000
1981-05-05,0.09668604284524918,0.0971157226373207,0.09668604284524918,0.0971157226373207,17539200
1981-05-06,0.09410793334245682,0.094537618967215,0.09410793334245682,0.094537618967215,18950400
1981-05-07,0.09539695829153061,0.09582664948397449,0.09539695829153061,0.09539695829153061,9363200
1981-05-08,0.09625633805990219,0.09668602926627745,0.09625633805990219,0.09625633805990219,7907200
